aspect,box_area,h,iou,poly_box_ratio,reasons,split,stem,w
1.735,0.037071,0.2536,,0.713,touches_boundary,train,OHI_datasetIMG_5266_JPG.rf.715500a16ce65705ae77f7a078dea882,0.1462
2.611,0.005887,0.124,,0.6778,touches_boundary,train,OHI_datasetIMG_5266_JPG.rf.715500a16ce65705ae77f7a078dea882,0.0475
1.369,0.02366,0.1315,,1.0,touches_boundary,train,OHI_datasetIMG_5275_JPG.rf.8436c35a1539bb19d8953d7253472e0c,0.18
1.297,0.034996,0.2131,,1.0,touches_boundary,train,OHI_datasetIMG_5275_JPG.rf.e86d44c138d1f4906ce23c781c003613,0.1642
1.19,0.060333,0.2679,,0.692,touches_boundary,train,OHI_datasetIMG_5277_JPG.rf.3da0f0be80ea226ebdded194bf768e7e,0.2252
1.068,0.022341,0.1545,,0.7172,touches_boundary,train,OHI_datasetIMG_5277_JPG.rf.3da0f0be80ea226ebdded194bf768e7e,0.1446
1.254,0.031327,0.1982,,0.6873,touches_boundary,train,OHI_datasetIMG_5277_JPG.rf.3da0f0be80ea226ebdded194bf768e7e,0.1581
1.338,0.101269,0.3681,,0.6678,touches_boundary,train,OHI_datasetIMG_5277_JPG.rf.3da0f0be80ea226ebdded194bf768e7e,0.2751
1.022,0.026015,0.163,,0.7031,touches_boundary,train,OHI_datasetIMG_5277_JPG.rf.5a83f57a64ea339486f16078c4420d09,0.1596
1.195,0.059694,0.267,,0.7094,touches_boundary,train,OHI_datasetIMG_5277_JPG.rf.5a83f57a64ea339486f16078c4420d09,0.2235
1.031,0.021472,0.1488,,0.7387,touches_boundary,train,OHI_datasetIMG_5277_JPG.rf.5a83f57a64ea339486f16078c4420d09,0.1443
1.234,0.030785,0.1949,,0.7032,touches_boundary,train,OHI_datasetIMG_5277_JPG.rf.5a83f57a64ea339486f16078c4420d09,0.158
1.465,0.094699,0.3724,,0.7246,touches_boundary,train,OHI_datasetIMG_5277_JPG.rf.5a83f57a64ea339486f16078c4420d09,0.2543
1.395,0.036889,0.2269,,0.9019,touches_boundary,train,OHI_datasetIMG_5284_JPG.rf.5513957e541e63585564bdd4f2c3d33b,0.1626
1.706,0.018073,0.1029,,0.9298,touches_boundary,train,OHI_datasetIMG_5284_JPG.rf.5513957e541e63585564bdd4f2c3d33b,0.1756
1.18,0.042492,0.2239,,0.9208,touches_boundary,train,OHI_datasetIMG_5284_JPG.rf.5513957e541e63585564bdd4f2c3d33b,0.1898
1.23,0.080822,0.3153,,0.6941,touches_boundary,train,OHI_datasetIMG_5284_JPG.rf.5e7df695b3684184fb5ea369fed9ee1a,0.2564
1.807,0.017947,0.0997,,0.7516,touches_boundary,train,OHI_datasetIMG_5284_JPG.rf.5e7df695b3684184fb5ea369fed9ee1a,0.1801
1.091,0.049793,0.233,,0.7267,touches_boundary,train,OHI_datasetIMG_5284_JPG.rf.5e7df695b3684184fb5ea369fed9ee1a,0.2137
5.735,0.001542,0.094,,1.0,extreme_aspect,train,OHI_datasetIMG_5285_JPG.rf.61b4841b7fb4b6fb3ae47fbd55eb2903,0.0164
5.206,0.0014,0.0854,,1.0,extreme_aspect,train,OHI_datasetIMG_5285_JPG.rf.61b4841b7fb4b6fb3ae47fbd55eb2903,0.0164
2.567,0.003766,0.0983,,0.4356,low_polygon_to_box_ratio,train,OHI_datasetIMG_5285_JPG.rf.a82514fac7aa26fd85f899c188977526,0.0383
1.206,0.031028,0.1934,,0.6651,touches_boundary,train,OHI_datasetIMG_5290_JPG.rf.45c0bde8c091ef0f326b541b739a6f85,0.1604
1.348,0.0341,0.2144,,0.9151,touches_boundary,train,OHI_datasetIMG_5290_JPG.rf.e19c70429be8945d3bd725eaee360705,0.159
1.438,0.030646,0.2099,,0.9115,touches_boundary,train,OHI_datasetIMG_5290_JPG.rf.e19c70429be8945d3bd725eaee360705,0.146
5.036,0.005289,0.1632,,1.0,extreme_aspect,train,OHI_datasetIMG_5295_JPG.rf.55a85f38ddd401e0f0f083ff223e472f,0.0324
5.306,0.004793,0.1595,,1.0,extreme_aspect,train,OHI_datasetIMG_5342_JPG.rf.1583d149aa50d0828124fd3a7b5d8897,0.0301
1.132,0.042647,0.2197,,0.7547,touches_boundary,train,OHI_datasetIMG_5346_jpg.rf.17c0bbc79d106dee08517da712af37d7,0.1941
1.567,0.019786,0.1124,,0.7878,touches_boundary,train,OHI_datasetIMG_5346_jpg.rf.17c0bbc79d106dee08517da712af37d7,0.1761
1.134,0.04187,0.2179,,0.7696,touches_boundary,train,OHI_datasetIMG_5346_jpg.rf.fad9dd786189dc3b3a171052f881d3b9,0.1922
1.622,0.019004,0.1083,,0.8019,touches_boundary,train,OHI_datasetIMG_5346_jpg.rf.fad9dd786189dc3b3a171052f881d3b9,0.1756
1.306,0.024128,0.1775,,0.842,touches_boundary,train,OHI_datasetIMG_5356_JPG.rf.19ee83319781cb53c76df0374e1d02b4,0.1359
1.22,0.021822,0.1631,,0.8446,touches_boundary,train,OHI_datasetIMG_5356_JPG.rf.19ee83319781cb53c76df0374e1d02b4,0.1338
1.614,0.040035,0.2542,,0.8616,touches_boundary,train,OHI_datasetIMG_5356_JPG.rf.19ee83319781cb53c76df0374e1d02b4,0.1575
1.049,0.021888,0.1515,,0.8584,touches_boundary,train,OHI_datasetIMG_5356_JPG.rf.19ee83319781cb53c76df0374e1d02b4,0.1445
1.023,0.011143,0.1068,,0.8374,touches_boundary,train,OHI_datasetIMG_5356_JPG.rf.19ee83319781cb53c76df0374e1d02b4,0.1043
1.009,0.037766,0.1952,,0.7888,touches_boundary,train,OHI_datasetIMG_5377_JPG.rf.b47b4ea1f6cfe8313640c993904e06ac,0.1935
1.051,0.039251,0.2031,,0.7619,touches_boundary,train,OHI_datasetIMG_5377_JPG.rf.e89d4b77a520f13e16589462a077640b,0.1933
1.396,0.044946,0.2504,,0.7273,touches_boundary,train,OHI_datasetIMG_5378_JPG.rf.6571be9fc39ee0ed589898f5a0f816bb,0.1795
1.061,0.046071,0.2211,,0.7187,touches_boundary,train,OHI_datasetIMG_5378_JPG.rf.6571be9fc39ee0ed589898f5a0f816bb,0.2084
1.037,0.039164,0.2015,,0.8602,touches_boundary,train,OHI_datasetIMG_5388_JPG.rf.100069d45f096bff0fa91549d5e93c15,0.1944
1.239,0.038856,0.2194,,1.0,touches_boundary,train,OHI_datasetIMG_5388_JPG.rf.4162cff4e69aa01d68397b26005037a3,0.1771
6.318,0.002097,0.1151,,1.0,extreme_aspect,train,OHI_datasetIMG_5405_JPG.rf.26224dda455a81ae9e0537d10966c240,0.0182
2.446,0.005667,0.1177,,0.3818,low_polygon_to_box_ratio,train,OHI_datasetIMG_5405_JPG.rf.aabaab3acbaafada1f98870b3d7ad396,0.0481
2.208,0.00659,0.1206,,0.4463,low_polygon_to_box_ratio,train,OHI_datasetIMG_5405_JPG.rf.aabaab3acbaafada1f98870b3d7ad396,0.0546
1.395,0.017167,0.1547,,0.8351,touches_boundary,train,OHI_datasetIMG_5406_JPG.rf.7dd0d19859523b378e3343a1c4dc9010,0.1109
1.185,0.017026,0.1421,,0.8507,touches_boundary,train,OHI_datasetIMG_5406_JPG.rf.7dd0d19859523b378e3343a1c4dc9010,0.1198
1.317,0.026306,0.1861,,0.8418,touches_boundary,train,OHI_datasetIMG_5406_JPG.rf.7dd0d19859523b378e3343a1c4dc9010,0.1413
1.389,0.04208,0.2418,,0.8503,touches_boundary,train,OHI_datasetIMG_5406_JPG.rf.7dd0d19859523b378e3343a1c4dc9010,0.174
1.332,0.016223,0.147,,0.8347,touches_boundary,train,OHI_datasetIMG_5406_JPG.rf.7dd0d19859523b378e3343a1c4dc9010,0.1104
1.413,0.041163,0.2412,,0.7285,touches_boundary,train,OHI_datasetIMG_5430_JPG.rf.9ac5e3e85be2b1b0a2e7cdb6cbce1cc9,0.1707
1.303,0.058722,0.2766,,0.7865,touches_boundary,train,OHI_datasetIMG_5430_JPG.rf.9ac5e3e85be2b1b0a2e7cdb6cbce1cc9,0.2123
1.206,0.036485,0.2098,,0.7677,touches_boundary,train,OHI_datasetIMG_5430_JPG.rf.9ac5e3e85be2b1b0a2e7cdb6cbce1cc9,0.1739
5.408,0.004649,0.1586,,1.0,extreme_aspect,train,OHI_datasetIMG_5449_JPG.rf.d11e8a33fdf7aa7043a5124ae954afe2,0.0293
1.025,0.032958,0.1838,,0.7196,touches_boundary,train,OHI_datasetIMG_5455_JPG.rf.552a68a0e335297328d445280184fe25,0.1794
1.094,0.023337,0.146,,0.7338,touches_boundary,train,OHI_datasetIMG_5455_JPG.rf.552a68a0e335297328d445280184fe25,0.1598
1.078,0.018548,0.1312,,0.7321,touches_boundary,train,OHI_datasetIMG_5455_JPG.rf.552a68a0e335297328d445280184fe25,0.1414
1.173,0.035035,0.2027,,0.6848,touches_boundary,train,OHI_datasetIMG_5455_JPG.rf.552a68a0e335297328d445280184fe25,0.1728
1.598,0.055955,0.299,,0.7192,touches_boundary,train,OHI_datasetIMG_5455_JPG.rf.552a68a0e335297328d445280184fe25,0.1871
2.382,0.028411,0.2601,,0.6981,touches_boundary,train,OHI_datasetIMG_5455_JPG.rf.552a68a0e335297328d445280184fe25,0.1092
1.01,0.026603,0.1639,,0.7678,touches_boundary,train,OHI_datasetIMG_5455_JPG.rf.900e72e75d5fc5d142dd744485db61ec,0.1623
1.34,0.016157,0.1098,,0.7885,touches_boundary,train,OHI_datasetIMG_5560_JPG.rf.298b0347f23da7335ab67e01bb73453f,0.1471
1.177,0.036206,0.2064,,0.9464,touches_boundary,train,OHI_datasetIMG_5586_JPG.rf.62b90f1f29f2cad164e72d54fb7d1200,0.1754
1.258,0.035063,0.2101,,0.7612,touches_boundary,train,OHI_datasetIMG_5600_JPG.rf.1a7639b63aebce0af8f8e8427f62f555,0.1669
4.504,0.004697,0.1455,,0.3773,low_polygon_to_box_ratio,train,OHI_datasetIMG_5673_JPG.rf.4174895ce3952b2962d94e1eeb63dfc6,0.0323
2.814,0.010055,0.1682,,0.3779,low_polygon_to_box_ratio,train,OHI_datasetIMG_5673_JPG.rf.9f6eba651169e212fe001c4852a33089,0.0598
3.237,0.006352,0.1434,,0.2758,low_polygon_to_box_ratio,train,OHI_datasetIMG_5673_JPG.rf.9f6eba651169e212fe001c4852a33089,0.0443
7.375,0.003266,0.1552,,1.0,extreme_aspect,train,OHI_datasetIMG_5673_JPG.rf.ce597ad91d4834783b125b5e7f4aef56,0.021
11.893,0.001506,0.1338,,1.0,extreme_aspect,train,OHI_datasetIMG_5673_JPG.rf.ce597ad91d4834783b125b5e7f4aef56,0.0113
1.466,0.014826,0.1006,,0.7746,touches_boundary,train,OHI_datasetIMG_5711_JPG.rf.1a465dd68a3e6537e17c95e7ee25d7d9,0.1474
1.392,0.045789,0.2525,,0.7374,touches_boundary,train,OHI_datasetIMG_5711_JPG.rf.1a465dd68a3e6537e17c95e7ee25d7d9,0.1813
1.296,0.046665,0.246,,0.6997,touches_boundary,train,OHI_datasetIMG_5711_JPG.rf.9f9d60212382027603a53b906f782809,0.1897
2.653,0.007789,0.0542,,0.7121,touches_boundary,train,OHI_datasetIMG_5711_JPG.rf.9f9d60212382027603a53b906f782809,0.1438
1.545,0.045444,0.265,,0.7695,touches_boundary,train,OHI_datasetIMG_5711_JPG.rf.9f9d60212382027603a53b906f782809,0.1715
1.144,0.045392,0.2279,,0.7245,touches_boundary,train,OHI_datasetIMG_5719_JPG.rf.605b5e897a1ee0862ea8f05761450250,0.1992
1.127,0.031801,0.1893,,0.9229,touches_boundary,train,OHI_datasetIMG_5719_JPG.rf.d5e0fe61a0a4f87d4f2cd122dbaca2ee,0.168
1.373,0.031191,0.2069,,0.9525,touches_boundary,train,OHI_datasetIMG_5756_JPG.rf.1c4da2d53018cdad0bb282260a4c4c2e,0.1507
2.024,0.029937,0.2461,,0.9445,touches_boundary,train,OHI_datasetIMG_5756_JPG.rf.1c4da2d53018cdad0bb282260a4c4c2e,0.1216
1.116,0.031553,0.1682,,0.7219,touches_boundary,train,OHI_datasetIMG_5756_JPG.rf.aad80bca0cfadbf57eb2df87a1929956,0.1876
2.434,0.016286,0.1991,,0.6494,touches_boundary,train,OHI_datasetIMG_5756_JPG.rf.aad80bca0cfadbf57eb2df87a1929956,0.0818
2.351,0.020882,0.2216,,0.9725,touches_boundary,train,OHI_datasetIMG_5759_JPG.rf.60027e7c1cf19a7c8f11172d453ef80e,0.0943
7.27,0.008591,0.2499,,0.9347,extreme_aspect;touches_boundary,train,OHI_datasetIMG_5759_JPG.rf.60027e7c1cf19a7c8f11172d453ef80e,0.0344
1.11,0.025899,0.1695,,0.9234,touches_boundary,train,OHI_datasetIMG_5768_JPG.rf.92d45bd6b112a9eee44bbec3ed45222c,0.1528
1.077,0.031714,0.1848,,0.7813,touches_boundary,train,OHI_datasetIMG_5768_JPG.rf.c59bb95e73c3e8f9d83be1fced08dfe2,0.1716
1.241,0.014343,0.1334,,0.7757,touches_boundary,train,OHI_datasetIMG_5785_JPG.rf.6f60859b770becdc6b9ed788101ddf00,0.1075
1.36,0.019824,0.1642,,0.7694,touches_boundary,train,OHI_datasetIMG_5785_JPG.rf.6f60859b770becdc6b9ed788101ddf00,0.1207
1.318,0.013961,0.1356,,0.8176,touches_boundary,train,OHI_datasetIMG_5785_JPG.rf.d0026ea5b9474c773e335a990d599086,0.1029
1.478,0.019076,0.1679,,0.7977,touches_boundary,train,OHI_datasetIMG_5785_JPG.rf.d0026ea5b9474c773e335a990d599086,0.1136
1.028,0.010277,0.1,,0.7237,touches_boundary,train,OHI_datasetIMG_5801_JPG.rf.6a19691bb8e3844c9e16d2554582d23d,0.1028
1.003,0.015432,0.124,,0.7415,touches_boundary,train,OHI_datasetIMG_5801_JPG.rf.6a19691bb8e3844c9e16d2554582d23d,0.1244
5.071,0.005767,0.171,,1.0,extreme_aspect,train,OHI_datasetIMG_5802_JPG.rf.5702d2fe34b58255de4914939db21993,0.0337
1.166,0.027001,0.1775,,0.8975,touches_boundary,train,OHI_datasetIMG_5803_JPG.rf.bba7b2dd9b3c31d1903d63d8c774dec3,0.1521
1.007,0.029572,0.1713,,0.8058,touches_boundary,train,OHI_datasetIMG_5803_JPG.rf.be49282abebeceb55fe375ea27534c14,0.1726
1.354,0.033357,0.2125,,0.8057,touches_boundary,train,OHI_datasetIMG_5803_JPG.rf.be49282abebeceb55fe375ea27534c14,0.157
1.158,0.046847,0.2329,,0.7045,touches_boundary,train,OHI_datasetIMG_5804_JPG.rf.cd408280641547b4ba0d3addceee46d0,0.2011
1.483,0.052624,0.2794,,0.7026,touches_boundary,train,OHI_datasetIMG_5804_JPG.rf.cd408280641547b4ba0d3addceee46d0,0.1883
5.693,0.003454,0.1402,,1.0,extreme_aspect,train,OHI_datasetIMG_5831_JPG.rf.7b6876acf798d68093a0f38782a87863,0.0246
5.594,0.001645,0.0959,,1.0,extreme_aspect,train,OHI_datasetIMG_5831_JPG.rf.7b6876acf798d68093a0f38782a87863,0.0171
1.153,0.052388,0.2458,,0.7366,touches_boundary,train,OHI_datasetIMG_5834_JPG.rf.197c43f1a99ef1b241b1332b3a9bfdef,0.2132
2.371,0.008808,0.0609,,0.7332,touches_boundary,train,OHI_datasetIMG_5834_JPG.rf.197c43f1a99ef1b241b1332b3a9bfdef,0.1445
1.278,0.049359,0.2511,,0.7447,touches_boundary,train,OHI_datasetIMG_5834_JPG.rf.197c43f1a99ef1b241b1332b3a9bfdef,0.1965
1.333,0.016238,0.1104,,0.7113,touches_boundary,train,OHI_datasetIMG_5834_JPG.rf.197c43f1a99ef1b241b1332b3a9bfdef,0.1471
1.122,0.059598,0.2586,,0.7258,touches_boundary,train,OHI_datasetIMG_5834_JPG.rf.fd513d6b75231e016cf4777296bf5871,0.2305
2.476,0.009556,0.0621,,0.7075,touches_boundary,train,OHI_datasetIMG_5834_JPG.rf.fd513d6b75231e016cf4777296bf5871,0.1538
1.015,0.03361,0.182,,0.7437,touches_boundary,train,OHI_datasetIMG_5834_JPG.rf.fd513d6b75231e016cf4777296bf5871,0.1847
1.15,0.029793,0.1851,,0.703,touches_boundary,train,OHI_datasetIMG_5834_JPG.rf.fd513d6b75231e016cf4777296bf5871,0.161
1.466,0.049534,0.2694,,0.763,touches_boundary,train,OHI_datasetIMG_5834_JPG.rf.fd513d6b75231e016cf4777296bf5871,0.1838
1.113,0.014719,0.115,,0.7223,touches_boundary,train,OHI_datasetIMG_5834_JPG.rf.fd513d6b75231e016cf4777296bf5871,0.128
7.456,0.003337,0.1577,,1.0,extreme_aspect,train,OHI_datasetIMG_5855_JPG.rf.4ead063c57e103dd45620837c0b23cd1,0.0212
5.4,0.005362,0.1702,,0.7159,extreme_aspect,train,OHI_datasetIMG_5855_JPG.rf.c2094b9b3a40dc4c71d7c50ae758b957,0.0315
1.115,0.037612,0.2048,,1.0,touches_boundary,train,OHI_datasetIMG_5859_JPG.rf.8dc2d6f3be4e331edba47919a194d004,0.1837
1.017,0.025753,0.1619,,0.9036,touches_boundary,train,OHI_datasetIMG_5859_JPG.rf.d2e485bafb0283cd4019295bf07adba4,0.1591
1.459,0.030371,0.1443,,0.7353,touches_boundary,train,OHI_datasetIMG_5862_JPG.rf.3f4256f93e7f9fa6017c770c83bde4f8,0.2105
1.206,0.041459,0.2236,,0.8957,touches_boundary,train,OHI_datasetIMG_5862_JPG.rf.ef1dbc08c73e23b08d7dbaea9d89996f,0.1854
1.68,0.013537,0.0898,,0.9088,touches_boundary,train,OHI_datasetIMG_5862_JPG.rf.ef1dbc08c73e23b08d7dbaea9d89996f,0.1508
1.22,0.014784,0.1101,,0.9453,touches_boundary,train,OHI_datasetIMG_5866_JPG.rf.8fd97e9229389ab46338edc055f41669,0.1343
1.453,0.021131,0.1206,,0.953,touches_boundary,train,OHI_datasetIMG_5866_JPG.rf.8fd97e9229389ab46338edc055f41669,0.1752
1.573,0.030081,0.2175,,0.8462,touches_boundary,train,OHI_datasetIMG_5866_JPG.rf.d44c149f048487abffbba7413f2751e3,0.1383
1.067,0.03639,0.197,,0.9738,touches_boundary,train,OHI_datasetIMG_5888_JPG.rf.3813d8d88d302dc8e2a87a2c864b4f35,0.1847
1.239,0.05709,0.2659,,0.6971,touches_boundary,train,OHI_datasetIMG_5888_JPG.rf.6607d3633c053586c5149a51e5607ff0,0.2147
1.738,0.008207,0.0687,,0.589,touches_boundary,train,OHI_datasetIMG_5888_JPG.rf.6607d3633c053586c5149a51e5607ff0,0.1194
1.114,0.032428,0.19,,0.7052,touches_boundary,train,OHI_datasetIMG_5888_JPG.rf.6607d3633c053586c5149a51e5607ff0,0.1706
1.023,0.034355,0.1875,,0.8033,touches_boundary,train,OHI_datasetIMG_5889_JPG.rf.37aa2d6830309d10caad98fefacb96ce,0.1833
1.206,0.042958,0.2276,,0.7852,touches_boundary,train,OHI_datasetIMG_5889_JPG.rf.893f34f5f640fb6eb4ad81cbfcd1116a,0.1887
3.852,0.003019,0.028,,0.6954,touches_boundary,train,OHI_datasetIMG_5889_JPG.rf.893f34f5f640fb6eb4ad81cbfcd1116a,0.1078
1.435,0.041437,0.2438,,0.754,touches_boundary,train,OHI_datasetIMG_5889_JPG.rf.893f34f5f640fb6eb4ad81cbfcd1116a,0.1699
2.797,0.012765,0.1889,,0.7104,touches_boundary,train,OHI_datasetIMG_5896_JPG.rf.c93e6b691447f2e4e06e3c6291d4958f,0.0676
1.616,0.019022,0.1085,,0.9525,touches_boundary,train,OHI_datasetIMG_5897_JPG.rf.be1f198216af0e94920f3d02116fff73,0.1753
1.83,0.017416,0.0976,,0.9287,touches_boundary,train,OHI_datasetIMG_5897_JPG.rf.d9422b39c19d755a386c2889489e8e59,0.1785
1.154,0.036178,0.2043,,0.812,touches_boundary,train,OHI_datasetIMG_5898_JPG.rf.ccb29f93e0037d4cf9d752939d9a8616,0.1771
1.049,0.032978,0.1773,,0.7439,touches_boundary,train,OHI_datasetIMG_5898_JPG.rf.d62baa630f9bc4147a0b112ec0fe6c17,0.186
1.382,0.044692,0.2485,,0.9415,touches_boundary,train,OHI_datasetIMG_5914_JPG.rf.1869dd3a2b5c621d864942f3116c2ee7,0.1799
1.017,0.057538,0.2378,,0.8435,touches_boundary,train,OHI_datasetIMG_5914_JPG.rf.422f3ebc0c7aa1f4de3124068fd9373a,0.2419
1.685,0.035772,0.2455,,0.8379,touches_boundary,train,OHI_datasetIMG_5924_JPG.rf.0011b68b94bea4c07ae5570cf9251df7,0.1457
1.428,0.040744,0.2412,,0.8581,touches_boundary,train,OHI_datasetIMG_5924_JPG.rf.0011b68b94bea4c07ae5570cf9251df7,0.1689
1.682,0.041881,0.2654,,0.7183,touches_boundary,train,OHI_datasetIMG_5924_JPG.rf.76a55b62058bea28b5dfebb859bae5fa,0.1578
1.33,0.026845,0.1421,,0.9759,touches_boundary,train,OHI_datasetIMG_5925_JPG.rf.c1b99a2de5a15188dc032c6f139df4d3,0.1889
1.639,0.023031,0.1185,,0.9092,touches_boundary,train,OHI_datasetIMG_5925_JPG.rf.f9889760d9a9bc3c5c928e6fcdf02b74,0.1943
1.036,0.017771,0.1357,,0.9493,touches_boundary,train,OHI_datasetIMG_5937_JPG.rf.ba0edd357486004b6e3bb5ae6d2f30e5,0.131
1.445,0.056626,0.2861,,0.7035,touches_boundary,train,OHI_datasetIMG_5939_JPG.rf.31d569ee9e6c0cd3f9cd29f26ed1ef0b,0.1979
2.134,0.05458,0.3412,,0.7505,touches_boundary,train,OHI_datasetIMG_5948_JPG.rf.4140055fd941feb3ae2d240bf485a59b,0.1599
1.759,0.061123,0.3279,,0.6589,touches_boundary,train,OHI_datasetIMG_5948_JPG.rf.962d40748e7f3413d50eacf4bd245488,0.1864
1.844,0.075005,0.3719,,0.8942,touches_boundary,train,OHI_datasetIMG_5949_JPG.rf.ab068e9ca72dbb3668e0a5319b4bebc6,0.2017
1.505,0.066442,0.3163,,0.9038,touches_boundary,train,OHI_datasetIMG_5949_JPG.rf.ab068e9ca72dbb3668e0a5319b4bebc6,0.2101
2.168,0.001,0.0466,,0.8332,extremely_small,train,OHI_datasetIMG_6011_JPG.rf.03ec29a339c3d5131861e71e790fbb20,0.0215
2.473,0.000749,0.043,,1.0,extremely_small,train,OHI_datasetIMG_6011_JPG.rf.7979baff9801e980597a28721d48c0f3,0.0174
1.051,0.035069,0.192,,0.718,touches_boundary,train,OHI_datasetIMG_6015_JPG.rf.964bd4c73e0e1f82b39d22458c8a1d43,0.1827
1.348,0.042068,0.2381,,0.7503,touches_boundary,train,OHI_datasetIMG_6015_JPG.rf.964bd4c73e0e1f82b39d22458c8a1d43,0.1767
1.0,0.044723,0.2115,,0.7722,touches_boundary,train,OHI_datasetIMG_6015_JPG.rf.f65ab580f999760595ace6ddd78af33d,0.2114
1.246,0.006894,0.0744,,0.8017,touches_boundary,train,OHI_datasetIMG_6022_JPG.rf.876b46027c6b0088e292a440367b2a92,0.0927
1.164,0.00671,0.0759,,0.888,touches_boundary,train,OHI_datasetIMG_6022_JPG.rf.de5628cc380b0f5ae766d656964da73a,0.0884
1.049,0.031828,0.1742,,0.7808,touches_boundary,train,OHI_datasetIMG_6030_JPG.rf.7456670d463560902675f119d2f8f2de,0.1828
1.07,0.029523,0.1777,,0.9398,touches_boundary,train,OHI_datasetIMG_6035_JPG.rf.84415247f076f13d7c085c2e144298da,0.1661
1.067,0.026698,0.1688,,0.9486,touches_boundary,train,OHI_datasetIMG_6035_JPG.rf.84415247f076f13d7c085c2e144298da,0.1582
1.705,0.022686,0.1967,,0.9325,touches_boundary,train,OHI_datasetIMG_6035_JPG.rf.84415247f076f13d7c085c2e144298da,0.1153
1.024,0.038382,0.1982,,0.7355,touches_boundary,train,OHI_datasetIMG_6035_JPG.rf.8f69c75af42f51564c25afe1bf1de398,0.1936
1.158,0.023682,0.1656,,0.7205,touches_boundary,train,OHI_datasetIMG_6035_JPG.rf.8f69c75af42f51564c25afe1bf1de398,0.143
1.522,0.054308,0.2875,,0.735,touches_boundary,train,OHI_datasetIMG_6035_JPG.rf.8f69c75af42f51564c25afe1bf1de398,0.1889
1.147,0.04511,0.2275,,0.717,touches_boundary,train,OHI_datasetIMG_6035_JPG.rf.8f69c75af42f51564c25afe1bf1de398,0.1983
2.607,0.007276,0.0528,,0.6967,touches_boundary,train,OHI_datasetIMG_6035_JPG.rf.8f69c75af42f51564c25afe1bf1de398,0.1377
5.5,0.006268,0.1857,,1.0,extreme_aspect,train,OHI_datasetIMG_6054_JPG.rf.6096b13e0f04dd32fe93296ff798c10d,0.0338
2.57,0.004799,0.111,,0.4351,low_polygon_to_box_ratio,train,OHI_datasetIMG_6093_JPG.rf.17589e96a3a17014112af5cba7450434,0.0432
5.75,0.001941,0.1056,,1.0,extreme_aspect,train,OHI_datasetIMG_6093_JPG.rf.702fd137b8f47d43dfd717c1de3c7c8d,0.0184
1.037,0.024086,0.1524,,0.9506,touches_boundary,train,OHI_datasetIMG_6094_JPG.rf.0eb3c9ba8a5e43ae512e2659d2c7c46f,0.158
1.379,0.027997,0.1965,,0.9415,touches_boundary,train,OHI_datasetIMG_6094_JPG.rf.0eb3c9ba8a5e43ae512e2659d2c7c46f,0.1425
1.463,0.056371,0.2872,,0.953,touches_boundary,train,OHI_datasetIMG_6094_JPG.rf.0eb3c9ba8a5e43ae512e2659d2c7c46f,0.1963
1.581,0.02923,0.215,,0.9527,touches_boundary,train,OHI_datasetIMG_6094_JPG.rf.0eb3c9ba8a5e43ae512e2659d2c7c46f,0.136
1.042,0.019831,0.1438,,0.949,touches_boundary,train,OHI_datasetIMG_6094_JPG.rf.0eb3c9ba8a5e43ae512e2659d2c7c46f,0.1379
2.447,0.000824,0.0449,,1.0,extremely_small,train,OHI_datasetIMG_6110_JPG.rf.42883d7d4bc270b4ea46178638c81008,0.0183
2.447,0.000782,0.0438,,1.0,extremely_small,train,OHI_datasetIMG_6110_JPG.rf.5b681350e58fc89f0dadfef1670ef0fa,0.0179
1.376,0.039968,0.2345,,0.914,touches_boundary,train,OHI_datasetIMG_6112_JPG.rf.0bfaf95e993a94004657b54ad8abcc87,0.1705
1.428,0.021435,0.1225,,0.8535,touches_boundary,train,OHI_datasetIMG_6112_JPG.rf.f769fd13920b067524f6f3dc4f5a0486,0.175
1.866,0.043816,0.2859,,0.7348,touches_boundary,train,OHI_datasetIMG_6124_JPG.rf.da19277ec3953071155d240d23cea91e,0.1532
3.162,0.016316,0.2271,,0.6232,touches_boundary,train,OHI_datasetIMG_6124_JPG.rf.da19277ec3953071155d240d23cea91e,0.0718
1.355,0.016887,0.1116,,0.7472,touches_boundary,train,OHI_datasetIMG_6124_JPG.rf.da19277ec3953071155d240d23cea91e,0.1513
1.669,0.010606,0.0797,,0.9756,touches_boundary,train,OHI_datasetIMG_6124_JPG.rf.ee970c606cca6d0edf8e422456033aca,0.133
7.578,0.001634,0.1113,,1.0,extreme_aspect,train,OHI_datasetIMG_6142_JPG.rf.67e4ed15f28c84237cee638ccfaf515a,0.0147
7.578,0.0016,0.1101,,1.0,extreme_aspect,train,OHI_datasetIMG_6142_JPG.rf.b27a5f7b39b20d962722a0b89762381b,0.0145
1.085,0.049788,0.2142,,0.7943,touches_boundary,train,OHI_datasetIMG_6145_JPG.rf.6c4296536377c5b892db7ce7e6299116,0.2324
1.046,0.022233,0.1525,,0.8787,touches_boundary,train,OHI_datasetIMG_6145_JPG.rf.ad61fc3247457351f822e2aa3cd891d8,0.1458
1.186,0.015568,0.1146,,0.7547,touches_boundary,train,OHI_datasetIMG_6146_JPG.rf.156901c17f9920554afbdd1d6308ed18,0.1359
1.741,0.022523,0.198,,0.7528,touches_boundary,train,OHI_datasetIMG_6146_JPG.rf.156901c17f9920554afbdd1d6308ed18,0.1137
